address,area,city,state,country,latitude,longitude,property_name,hotel_star_rating
Dlf Phase-2 Gurgaon.,Dlf Phase I I,Gurgaon,Haryana,India,28.544085,77.1238562,Vasant Hotel,2
"Vishwa Bungalow Parshwa Puram society, gold valley road, New tungarli, Lonavala",Main Town,Lonavala,Maharashtra,India,18.76759403,73.39743289,Vishwa Bungalow,0
"DHARAMSHAL ROAD, PALAMPUR, KANGRA VALLEY(HP)176061",Village Sungal,Palampur,Himachal Pradesh,India,32.1108599,76.5362526,VISHAL RESIDENCY,2
"9/A Balchaya Tower,Panjarapol Chowk",Samrat Chowk,Solapur,Maharashtra,India,17.6796967,75.8988058,Yatri Cottage Lodge,0
"Building No. TC-1783, Ward 9, Colony Road, Near Darshana Tyres, Munnar, Kerala 685613.",Main Town,Munnar,Kerala,India,10.0837092,77.0615374,Vedanta Wake Up - Town Center,0
"Kalika Estate, Dadgallia, Ranikhet",Almora Ranikhet Road,Ranikhet,Uttarakhand,India,79.4648108,29.6350127,WelcomHeritage Windsor Lodge,3
"Q S Road, Kadappakada, Kollam Kerala","Q S Road, Kadappakada",Kollam,Kerala,India,8.8932118,76.6141396,Xavier's Residency,0
"Mashobra, Naldehra Golf Course Road",Mashobra,Shimla,Himachal Pradesh,India,31.15894,77.204025,Whistling Pines Resort,3
"Mananthvady-Mysore Road, Kattikkulam, Wayanad Dist",Others,Wayanad,Kerala,India,11.84160552,76.05423349,Wayanad Gate Resort,0
"Wayanad Muthanickattu Villas, Cheeral (p.o) Wayanad",Sulthan Bathery,Wayanad,Kerala,India,11.6656117,76.2626653,Wayanad Muthanickattu Villas,0
NEAR . CELEBRITY  WAX MUSEUM   - LONAVALA  410401,Others,Lonavala,Maharashtra,India,18.7546171,73.4062342,Vrindavan Bungalow Blossom House,0
"Vardaan Resort Patnitop Entry from Kassal Ghoom, Padora Enclave Patnitop",Naag Temple Area,Patnitop,Jammu and Kashmir,India,33.07337846,75.33515129,Vardaan Resorts,3
"opp. Khadigram Udyog, Honey center,Next to Saket Plaza Hotel, Frere Road, Mahabaleshwar, Maharashtra",Others,Mahabaleshwar,Maharashtra,India,18.08968729,73.91326904,West Lodge Heritage 4 BHK  bunglow,0
"P.O. Bassi,Chittorgarh",Parsoli,Chittaurgarh,Rajasthan,India,25.0119721,74.76845641,WelcomHeritage Bassi Fort,3
"118/1 Newwada, Morjim-Ashvem Road, Morjim Goa",Other North Goa Beaches,Goa,Goa,India,15.63550854,73.72865985,White Pearl Luxury,0
Village Bijni Chhoti Post Office Mohan Chatti Near Bunji Jumping Site District Pouri Garhwal,Rishikesh Badrinath Road,Rishikesh,Uttarakhand,India,30.06375428,78.39876089,Vatika Luxury Jungle Camp,0
"15, Dena Bank Colony, Behind Shell Petrol Pump, Bellary Road, Ganganagara",Other,Bangalore,Karnataka,India,12.9715987,77.5945627,Walk Inn  Comforts,0
"Kappad Beach,Calicut, Kerala, India",Kappad Beach,Kozhikode,Kerala,India,11.38912007,75.71693127,Vasco Dagama Beach Resort,4
"Near Letchmi Tea Estate, Viripara, Kallar Mankulam Road",Mankulam Road,Munnar,Kerala,India,10.0846722,77.0529938,Wild Elephant Eco-Friendly Resort,3
"Karnal Road, Assandh, Karnal - 132039, Opposite to city tech",Assandh,Karnal,Haryana,India,29.6597642,76.8994819,yash hotel,0
Jambulingam main Road Opposite to 16th street GKM Colony shop balaji plastics near perambur Loco Works Railway Station Chennai,Others,Chennai,Tamil Nadu,India,13.108414,80.2257031,Vatchala Service Appartment,0
"A 36 Abul Fazal Enclave Jamia Nagar Okhla, (near new friends colony) New Delhi - 110025",Okhla,Delhi,Delhi,India,28.557652,77.29443,Xenious IC's Hotel,0
"hathi kheda,foy sagar road",Ana Sagar Lake Area,Ajmer,Rajasthan,India,26.4593905,74.601551,Xenious Grand Xenia Hotel,0
"Heritage Apartment, Tower Road, Kochi Fort, Ernakulam - 682001, Behind No.18 Hotel",,Ernakulam,Kerala,India,9.9312328,76.2673041,Vazhappilly Homestay Apartment,0
"Opp, Shophia Girls School,bikaner",Others,Bikaner,Rajasthan,India,28.0229348,73.3119159,Vijay Guest House,1
"Teen Murti, Fatrade",Varca Area,Goa,Goa,India,15.21718717,73.93286388,Varca Palms Beach Resort,3
Chitrakoot Near Ramghat,Karwi,Chitrakoot,Uttar Pradesh,India,25.1838247,80.8718914,Vinod Lodge,0
"Cawasji street,behind union bank,mahabaleshwar",Panchgani Road,Mahabaleshwar,Maharashtra,India,17.9307285,73.6477342,VISHWASHANTI,2
"Old No.27-B New No. 4, 3rd Street, Luz Avenue,Mylapore, Chennai",Mylapore,Chennai,Tamil Nadu,India,13.0363169,80.2623721,Veedu,0
"SHAMI NALA, VILLAGE SHURU,PO JAGATSUKH, NAGAR ROAD","Aleo, left bank",Manali,Himachal Pradesh,India,32.21116975,77.19935751,WHITE POD MANALI,0
"Sun n Moon Complex, Sector 5, Vidhyadhar Nagar, Sikar Road",Sikar Road,Jaipur,Rajasthan,India,26.97028446,75.77344466,Whispering Palms Hotel,3
"shoer place road  Ettines Road, Near Vijaya Hospital, Nilgiri 643001.",Ettiness Road,Ooty,Tamil Nadu,India,11.409461,76.708527,Vedanta Wake Up - Town Center,0
"Sai Arcade,Plot No.184, Opp Panvel S.T Depot,Panvel",Panvel,Panvel,Maharashtra,India,18.9921559,73.1153303,Vinamra Residency,3
8-2-268/N/1a vivekananda enclave road no 3 banjara hills h 34 banjara hills,,Hyderabad,Andhra Pradesh,India,17.385044,78.486671,Vivekananda Rest House,0
"At. Post. H.no 707  Chikhli, Tal.  Wai, Dist.Satara.",Wai,Wai,Maharashtra,India,17.9486823,73.8918897,Wai Agro Tourism,0
"Kelwa Motghar, Palghar,",Kelwa,Kelwa,Maharashtra,India,19.6180317,72.7282852,Ya Niwant Resorts,0
hawa beach kovalam vinhinjam p.o,Vizhinjam,Kovalam,Kerala,India,8.4003984,76.9787076,Vipin Beach Resort,1
"Vihar Holiday Inn Resort, 2nd C,  Araku Main Road, Near ITI , Araku Valley , Andhara Pradesh Araku V",Visakha-Araku Main Road,Araku Valley,Andhra Pradesh,India,18.320399,82.881187,Vistaram A/C Rooms,3
"Beach Road,Arattukulam Junction Mararikulam North P O,S.L Puram",Mararikulam,Alleppey,Kerala,India,9.605221748,76.30215454,Xandari Pearl,3
"Madurapuram, Athani P.O, Near Cochin International Airport","Cochin Airport, Nedumbassery",Ernakulam,Kerala,India,10.1517834,76.392958,Vrindavan Retreat,1
"H-14, Gautam Marg,  Near SBBJ Bank, Shyam Nagar - Jaipur",Ajmer Road,Jaipur,Rajasthan,India,26.8886042,75.7628264,Vidhya Villa,3
"78, Canal Circular Road, Besides  Apollo Gleneagles Hospital, kolkata - 700054",Salt Lake,Kolkata,West Bengal,India,22.5747688,88.402203,VISITEL - A BOUTIQUE HOTEL,0
"Odombakannu, Maniangode - Kalpetta. Kerala",Kalpetta,Wayanad,Kerala,India,11.703206,76.0833999,Whispering Woods,0
"Hotel Wayanad Heights Kalpetta, Wayanad, Kerala  673121",Kalpetta,Wayanad,Kerala,India,11.604785,76.0829202,WAYANAD HEIGHTS,0
"870, Main Road,",Ratnagiri,Ratnagiri,Maharashtra,India,16.6577071,73.517692,Vihar Deluxe,1
"Highway Treat,Mandsaur",Other,Mandsaur,Madhya Pradesh,India,24.076836,75.0692952,Yashodharman Highway Treat,0
"#707, 6th B cross, 3rd Block, Koramangala,",Koramangala,Bangalore,Karnataka,India,12.930488,77.623502,Wafi Suites,0
C-2135 A Sushant Lok 1 Gurgaon-122001,Sushant Lok,Gurgaon,Haryana,India,28.4512502,77.0853183,Yes Rooms Paech tree,0
"Near Starco Junction, Anjuna bardez Goa",Anjuna Area,Goa,Goa,India,15.58579611,73.74369095,White Pearl Guest House &amp; Hostel,1
"#17/A, 17/B, Bommur Agrahara, Mandya, Near Paschimavahini, Srirangapatna",Jayalakshmipuram,Mysore,Karnataka,India,12.41599876,76.67315488,Young Island Resorts,3
"63, BANSAL NAGAR , NEAR JUGJEEVAN CHAUK, FATEHABAD ROAD",Fatehabad Road,Agra,Uttar Pradesh,India,27.1621202,78.0362214,Viren Holiday Home,1
"Villa Calangute Phase 8, Bardez Behind Kamat Holiday Homes Phase2, Gauravaddo",Calangute Area,Goa,Goa,India,15.53428813,73.76556878,Villa Calangute Phase 8,0
"Rajendra marg, Mount Abu",Polo Ground Area,Mount Abu,Rajasthan,India,24.59170734,72.71276442,WelcomHeritage Connaught House,0
"Bellikkal, Hullathy Village,",Thorapally,Mudumalai,Tamil Nadu,India,11.488048,76.70286184,Wild Walkers,1
"V-6, Industrial estate, Electronic City Phase 1,Hosur Main road,",Electronic City,Bangalore,Karnataka,India,12.8401059,77.66346584,Vinaya Royal Inn,3
"Golden Dal Lake, Opposite Dock Yard New Khonkhan Road",Dal Lake Area,Srinagar,Jammu and Kashmir,India,34.0881098,74.83461798,Young Lucky Star Group of Houseboats,4
"Thekkady , Ramakkal ,Idukki dst.",Munnar Kumily Highway,Thekkady,Kerala,India,9.811626827,77.24401178,Wind Haven Resort,3
"Thekkumthara, Kalpetta, Wayanad - 673121 Near Thekkumthara Bhagavathi Temple",Kalpetta,Wayanad,Kerala,India,11.703206,76.0833999,Vedakudeeram Cottages,0
"Select Holiday Resorts Pvt. Ltd. NH 8, Manesar, Gurgaon",Others,Gurgaon,Haryana,India,28.3542852,76.9398195,Welcome to Heritage Village Resort &amp; Spa Manesar,4
"Plot No. 546, Sector 27, Gurgaon - 122002",Sector 27,Gurgaon,Haryana,India,28.46306292,77.09217773,WudStay Corporate Inn,3
"1st Floor, Swastik Prabha Aakash,Road No. 3, Contractors Area,Inner Circle Road, Bistupur",Bistupur,Jamshedpur,Jharkhand,India,22.8020603,86.1777277,YELLOW TREE,4
"1625 A, Rajdanga Main Road, Near to Kasba Telephone Exchange,",Others,Kolkata,West Bengal,India,22.5131691,88.4017861,Waylink Guest House &amp; Banquet,1
"Guijan, Tinsukia, Assam - 786147",Tinsukia,Tinsukia,Assam,India,27.4921909,95.346775,Wathai Heritage Bungalow,1
"Bhutani Gompa Road, Aleo",Mall Road,Manali,Himachal Pradesh,India,32.2370641,77.1953689,Wood Valley Cottages,0
"TUNGARLI  , BEFORE LAGOONA RESORT,  Lonavala 410401",Others,Lonavala,Maharashtra,India,18.7546171,73.4062342,Vrindavan Bungalow 3BHK - Bungalow,0
"RGM/23/79,AC/7,JYANGRA,SAHA BAGAN,VIP ROAD","Airport Zone, Dum Dum",Kolkata,West Bengal,India,22.6037075,88.4142453,Vesper Guest House,0
"No 111, Needarajapayar Street, Pondicherry",Others,Pondicherry,Pondicherry,India,11.9344016,79.8264083,Velvett Villa,2
"Calangute-Baga Road, Opposite Lalalypso, Calangute, Baga",Baga Area,Goa,Goa,India,15.5558062,73.7561062,Villa Gesler,0
"At Post Chaul Gharat Ali, Near Chaul Revdanda Bypass Road Tal Alibag Dist-Raigad , 402203",Alibag,Raigad,Maharashtra,India,18.6553938,72.8670819,Vijaya Cottage,0
"Opposite Rajkamal Petrol Pump, Mehsana National Highway",Mehsana-Ahmedabad Highway,Mahesana,Gujarat,India,23.5879607,72.3693252,Vikram Palace hotel,0
R-3 Chikalthana,Jalna Road,Aurangabad,Maharashtra,India,19.87593276,75.35900518,WelcomHotel Rama International,5
"View point bungalow  unit number 2 Survey no 538B2,, Panchgani, District - mahableshwar",Khingar Road,Panchgani,Maharashtra,India,17.923643,73.7983062,view point bunglow no.2 (3BHK) Panchgani,5
"Thekkady Junction, Kumily Junction, Kerela 685509.",Kumily,Thekkady,Kerala,India,9.606340514,77.16632353,Vedanta Wake Up - Kumily Town Center,0
"Simi Bhavan Buildings,West of YMCA, Near St.Marry's Timbers, C.C.N.B Rd, Alleppey, Kerala",Others,Alleppey,Kerala,India,9.4980667,76.3388484,wonder cruise houseboat double bed deluxe,0
KANAYAL ROAD  TEHSIL MANALI PO CHHIIYAL DISTRICT KULLU  HIMACHAL PRADESH,Kanyal Road,Manali,Himachal Pradesh,India,32.2206323,77.1888594,Village View,0
"#91/1, Railway Parallel Road,",Yeshwanthpur,Bangalore,Karnataka,India,13.0230298,77.5527439,Veekay Tourist Home,1
"H. no. 106, Bhattir wado, Morjim Beach Road Near Nehal Wine Store, Morjim, Pernem, Goa",Other North Goa Beaches,Goa,Goa,India,15.6184353,73.7354199,Villa Almeida Goa,0
"Vihar Holiday Inn Resort, 2nd C,  Araku Main Road, Near ITI , Araku Valley , Andhara Pradesh Araku.",Visakha-Araku Main Road,Araku Valley,Andhra Pradesh,India,18.3273486,82.8775218,Vistaram Araku Valley Hotel,0
"Vihar Guest House, Opposite Railway Station, plot no. 8 Above Sabras,  Surat, Gujarat 395003",RAILWAY STATION Area,Surat,Gujarat,India,21.20329238,72.84034508,Vihar Guest House,0
"Railway Station Road, Vedant Nagar,",Railway Station Road,Aurangabad,Maharashtra,India,19.8627192,75.3151657,"VITS, Aurangabad",4
"Survey No. 220 (Part), Hinjewadi Maan Road, Rajiv Gandhi I.T. Park - Phase 1, Hinjewadi, Pune",Hinjewadi,Pune,Maharashtra,India,18.58458419,73.730404,Vinstar Serviced Apartments,3
"Near Starco junction, D'mellow Waddo, Anjuna Bardez ,Goa",Anjuna Area,Goa,Goa,India,15.5809248,73.7448437,Villa Esperanca,0
Arul Manam Door No 45 Flat no 5 second floor Aspiran Garden first street Kilpauk chennai,Others,Chennai,Tamil Nadu,India,13.0859992,80.2372353,Vatchala Service Apartment kilpauk,0
"Panchgani-Mahableshwar Road, On the way to Village Bhilar, Next to Windsor Park",Main Town,Panchgani,Maharashtra,India,17.9231206,73.7849199,White House,0
"Marandodda village, Yavakapady post  state highway - 90 Madikeri taluk.",Yercaud Main Town,Yercaud,Tamil Nadu,India,11.3695262,77.5966852,Yanika Homestay,0
"102, Near Vennalake, Panchgani road, Mahabaleshwar",Panchgani Road,Mahabaleshwar,Maharashtra,India,17.9340091,73.665026,Vedang suits by Athidhi executive hotels,2
"Opp.Cine Wonder,Ghodbunder Road,Thane (West)",Thane West,Thane,Maharashtra,India,19.22361048,72.97788958,Vihang's Inn,3
"Sinquerim Beach, Vadi, Candolim, Bardez",Candolim Area,Goa,Goa,India,15.51032095,73.76816657,Whispering Palms Beach Resort,4
"Vasco House, CC 1/344, Rose Street, Fort Cochin, Kerala, INDIA.",Fort Kochi,Ernakulam,Kerala,India,9.966065482,76.24155994,Vasco Homestay,0
"Tamborim, Cavelossim, Salcette-Goa, India.",Mobor Beach Area,Goa,Goa,India,15.2026266,73.9406116,Veeniola Holiday Home,0
"Above VIP Guest house, Old Ministers Hill",Kohima Nagaland,Kohima,Nagaland,India,25.6585963,94.1053307,Visa Homestay,0
"76/2, N D A Road, Chandani Chowk, Kothrud, Chandani Chowk, Pune, Maharashtra",Baner,Pune,Maharashtra,India,18.506527,73.7794093,Yogi Holiday Resort,0
"61/A Batasis ,Hill ,Cart Road ,Darjeeling",Hill Cart Road,Darjeeling,West Bengal,India,27.0232473,88.2548587,Wangdi Inn Homestay,0
Winnies Holiday Resort on Main Dharampur Kasauli Road  1 Km after Pinegrove School  Sanawar,Village Sanawar,Kasauli,Himachal Pradesh,India,30.8961066,76.9937963,Winnies Holiday Resort,3
"5Th Mile Tadong,Jordhra Near NHPC Guest House",National Highway - 31-A,Gangtok,Sikkim,India,27.3105755,88.5975892,Yarlam Portico,3
"VASUDHA COTTAGE, GAON VIJROLI, NEAR HOTEL PARADISE Naukuchiatal",Naukuchiatal,Naukuchiatal,Uttarakhand,India,29.3348941,79.5841139,VASUDHA COTTAGE,0
"Dal lake gate no .9 ,190001",Dal Lake Area,Srinagar,Jammu and Kashmir,India,34.1274218,74.8417631,Young Balmoral Castle,0
"Manjamkollaipudur,Athanavur,Yelagiri Hills",Athanavur,Yelagiri,Tamil Nadu,India,12.5858802,78.6302985,Yelagiri Hills Sai &amp; Shreeya's Holiday cottage,0
Kulan Sonamarg,Sonamarg,Sonamarg,Jammu and Kashmir,India,34.3031616,75.293111,Wilderness Sonmarg,0
Dhangarwadi bondarwadi Tail mahabaleshwar Dist Satara,satara road,Mahabaleshwar,Maharashtra,India,17.9307285,73.6477342,Yashraj Residency,0
"Plot No. 21 , Chawani",Chawani,Banda,Uttar Pradesh,India,25.4796224,80.3380213,Wonder Woods,3
"Near Bus Station, V. R.P. Building",Others,Bhuj,Gujarat,India,23.24933335,69.66954554,VRP Guest House,0
Main Market Pahalgam,Main Market,Pahalgam,Jammu and Kashmir,India,34.0157757,75.3181335,WoodStock Hotel,3
Ootacamund. The Nilgiris. 643001,Others,Ooty,Tamil Nadu,India,11.4069926,76.7035518,XPLORE DORMITORY,0
"Vimoksha Valley I, Vill, Digoti, Majkhali, Ranikhet",Majkhali,Ranikhet,Uttarakhand,India,29.6791936,79.5110803,Vimoksha Resorts Executive Cottage,3
"Sunrise orchard,Mundagambadi village",Salem-Yercaud Main Road,Yercaud,Tamil Nadu,India,11.78202014,78.19831955,Vihal Estancia,2
"Villa no.3, Alliance Anmol Villas, celebration mall, udaipur(raj.), 313001",Bhuwana,Udaipur,Rajasthan,India,24.6156785,73.7060171,VRINDAWAN VILLA,0
"Sinquerim, Candolim Bardez",Candolim Area,Goa,GOA,India,15.4974,73.7671,Vivanta by Taj - Fort Aguada (A Taj Hotel),5
"8 Amalatas Marg, Near Qutab Plaza, Phase 1",Golf Course Road,Gurgaon,Haryana,India,28.46973983,77.10295769,Willow Tree Premier,3
"West Ladakh Camp, Uleytokpo",Uleytokpo,Leh,Jammu and Kashmir,India,34.1466005,77.48038169,West Ladakh Camp Uleytokpo,0
"Near Redemptor Chapel/Hotel Empier Beach Resort/ Resort Tera Paraisso Gaura Vaddo, Calangute Goa",Calangute Area,Goa,Goa,India,15.53554395,73.75896021,Vilo Villa Guest House,0
"Vista da Ilha, Navelkar Elite City, Kadamba Plateau, Bainguinim, Old Goa p.o box 403107",Others,Goa,Goa,India,15.49380049,73.90467806,Vista da Ilha,0
"House No.-08, Sec-71",Sector 71,Noida,Uttar Pradesh,India,28.5996207,77.3736349,Waris Hospitality,3
"12/7, MATHURA ROAD, NEAR TOLL PLAZA, FARIDABAD, DELHI NCR.",Mathura Road,Faridabad,Haryana,India,28.4720192,77.3060566,Vibe by The Lalit Traveller,4
"Ec- 279, Nr City Centre and  Ec Park, Salt Lake, Kolkata - 700064",Salt Lake,Kolkata,West Bengal,India,22.58452034,88.40893555,Vinayak Guest House,1
Vatchala illam no 2/6b 2nd west cross street amravathy nagar Arumbakkam  chennai,Others,Chennai,Tamil Nadu,India,13.0903871,80.2172838,Vatchala Service Appartment anna nagar  Koyambeedu,1
"Wild desert resort c/o Mahadev resort near chokhi dhani, sam desert jaisalmer",Sam Sand Dunes,Jaisalmer,Rajasthan,India,26.88775531,70.69264601,Wild Desert Resort a unit of Rao Bikaji Groups of hotels &amp; resorts,3
"49-24-50/1, Sankaramatam Main Road, Main Road, opp ramlingeshwar swamy temple, Visakhapatnam",Dwaraka Nagar,Visakhapatnam,Andhra Pradesh,India,17.7333049,83.3040333,Vistaram Near Railway Station,3
"#45/A, MLA Colony, Road No.12, Banjara Hills, Hyderabad",Banjara Hills Area,Hyderabad,Andhra Pradesh,India,17.40911083,78.42567491,Vcare Service Apartments (Hill Ridge),0
"Kanyal Road Village Simsa Manali - 175131, Himachal Pradesh, India",KANYAL ROAD,Manali,Himachal Pradesh,India,32.222579,77.1845794,Village Heart Cottage,2
Willingdon Island Kerala,Willingdon Island,Ernakulam,KERALA,India,9.9687,76.2579,Vivanta by Taj - Malabar (A Taj Hotel),5
Finishing Point alleppey,Finishing Point Road,Alleppey,Kerala,India,9.5040033,76.3535986,Welcome Cruise Houseboat,0
"PLOT-336 ,NEWDIGHA,(OPPOSIT OF DIGHA HALIPAD)",New Digha,Digha,West Bengal,India,21.6205113,87.4975335,VENUS INTERNATIONAL,0
"Noyce Road,Near Coacker's walk, Hallowdene Bungalow.",Lake Area,Kodaikanal,Tamil Nadu,India,10.23306442,77.49466762,Yagappa Heritage Resort,2
"Station Road, Visakhapatnam, Andhra Pradesh",Dwaraka Nagar,Visakhapatnam,Andhra Pradesh,India,17.7307042,83.308702,Vistaram Ac  Rooms Railway Station,3
"NEAR ROYAN HOSPITAL,DINDUGUL BYEPASS ROAD,PALANI",South Anna Nagar,Palani,Tamil Nadu,India,10.44840663,77.53181946,VPV HOTEL,0
"Near Beas Bridge, Left Bank Road, Manali","Aleo, Left Bank",Manali,Himachal Pradesh,India,32.24507685,77.19190679,Whispering Valley Resort,3
"Pee Bee Tower, Civil Line Road, Vazhakkala, Ernakulam- Kerala, India",Ernakulam,Ernakulam,Kerala,India,10.013367,76.3308145,White Residency,0
"#7, Devanga Hostel Road,10th Main, Close to HCG Hospital S.R Nagar, Bangalore",Gandhi Nagar/ Majestic / City Railway Station,Bangalore,Karnataka,India,12.9656733,77.5896133,VT Paradise,3
"Palace Road, Kota , Rajasthan",Ummed Park,Kota,Rajasthan,India,25.2096483,75.8664138,WelcomHeritage Umed Bhawan Palace,3
"26,Desika Rd, CIT Colony, Mylapore,  Behind Kaveri Hospital",Mylapore,Chennai,Tamil Nadu,India,13.03678783,80.25818014,Vox Crescendo,0
"VILL. KATRAIN, PO KATRAIN,TEH. N DISTT. KULLU (HP)","KATRAIN, NH21",Kullu,Himachal Pradesh,India,32.13784,77.15838348,WOODCHIME HOMESTAY,0
"Villa Theresa, Umta Vaddo, Near Hotel M.R Hotel or Seanor Angelo Hotel , Calangute-Bardez-Goa",Calangute Area,Goa,Goa,India,15.5513316,73.759737,Villa Theresa Beach Resort,2
"Sri Subramanya mutt, Kukke shri Subramanya -574238",Kashi Katte,Kukke,Karnataka,India,12.6630033,75.6149433,VYASA MANDIRA,1
"Simi Bhavan Buildings,West of YMCA, Near St.Marry's Timbers, C.C.N.B Rd, Alleppey, Kerala",Others,Alleppey,Kerala,India,9.4980667,76.3388484,wonder cruise houseboat triple bed deluxe,0
"Mahadev Road, Pachmarhi - 461 881 (M.P.) INDIA",Main Town,Pachmarhi,Madhya Pradesh,India,22.4667,78.4333,WelcomHeritage The Golf View,5
"S-35A, Arvind Marg, M.I. Road, Jaipur",M I Road,Jaipur,Rajasthan,India,26.91642506,75.81134717,Vesta Maurya Palace,3
"Door No:67-12-5/2B, Lalbahadur Nagar, Nagamallithota Junction,Beside Cancer Hospital Road",Subhash Road,Kakinada,Andhra Pradesh,India,16.9890648,82.2474648,Vennela Residency,1
"Opp Of Gour Nityananda Temple Gate No 1,Mayapur",Nityananda Temple,Mayapur,West Bengal,India,22.868817,87.867277,Yogmaya Yatri Nivas,0
Near Circuit House,Civil Lines,Jhansi,Uttar Pradesh,India,25.4561963,78.5640577,Veerangana Tourist Bungalow,1
"90/2/A, Hi Tech City Main Road, Madhapur",Hi-Tech City,Hyderabad,Andhra Pradesh,India,17.4442711,78.3873233,VG Guest House,0
"982,,Had Field Road, West Lake, Ooty - 643001",Lake Road Area,Ooty,Tamil Nadu,India,11.4064138,76.6932438,WEST NATURE COTTAGES,1
NDA road chandani chowk pune,Pune Bangalore Highway,Pune,Maharashtra,India,18.506527,73.7794093,Viva Inn,0
"409, Ashirwad villa, new city light road, bharthana, vesu,",Piplod,Surat,Gujarat,India,21.14967537,72.79520416,Villas holiday home service,0
Anaviratty P O,Others,Munnar,Kerala,India,10.0177094,76.9929947,View Valley Homestay,0
"Candolim, North Goa PO box 403515",Candolim Area,Goa,Goa,India,15.5145247,73.7683784,Villa Candolim,0
"P.O. Gutkar, Mandi",P.O. Gutkar,Mandi,Himachal Pradesh,India,31.68358965,76.94456943,Visco Resorts (Pure Veg.),3
"Near Famous Baga Beach, And Titos Pub India, Baga Beach, Goa 403516",Baga Area,Goa,Goa,India,15.55751514,73.75357056,Wanderlust Goa Retreat,1
"Near helipad, Kharsali Village, Yamnotri, Uttarakhand 249141",Yamunotri Road,Yamunotri,Uttarakhand,India,30.9968657,78.4616526,Yamunotri Cottages,0
"19, Seebiah Road, Opposite: Agarwal Choultry, Devaraja Mohalla",Bus Stand/Railway Station Area,Mysore,Karnataka,India,12.311774,76.6486403,Vyshak International,2
"Naldehra Gardens, District Shimla Himachal Pradesh Himachal Pradesh. 171005",Naldehra,Naldehra,Himachal Pradesh,India,31.122158,77.1312586,Whispering Willow Cottage,0
"Palakonda road,Srikakulam",Srikakulam,Srikakulam,Andhra Pradesh,India,18.3143324,83.8946865,Varam Residency,0
"tirthan valley, Village Sairopa, V.P.O Ghaidhar, Tehsil-Banjar,Dist Kullu, Pin no -175123,Himachal",Tehsil-banjar,Kullu,Himachal Pradesh,India,31.957851,77.1094597,White Stone Cottages,3
"PARALLEL ROAD, 4TH STAGE, KRISHNAGIRI",Krishnappa Chetti Layout,Krishnagiri,Tamil Nadu,India,12.5186113,78.2137365,vinayaka hotel 2,0
"Near Don Bosco Hall,Balmatta Main Road,Balmatta",Jyoti Circle Area,Mangalore,Karnataka,India,12.8710518,74.8461441,Veenu International - Balmatta,3
"R/AB/8/1, Raghunathpur (E),  Teghoria Taxi Stand, VIP Road, Kolkata - 700 059 (Near Netaji Subhash Chandra Bose International Airport)","Airport Zone, Dum Dum",Kolkata,West Bengal,India,22.620815,88.4325882,Welcome Regency,2
"42/3 Race Course Road, Madikeri, Kodagu 571201.",Madikeri,Coorg,Karnataka,India,12.4248496,75.7343491,Vedanta Wake Up - Madikeri Town Center,0
90 Cuffe Parade,Colaba,Mumbai,MAHARASHTRA,India,18.9151,72.8209,Vivanta by Taj - President (A Taj Hotel),5
CM 08/09 Sector 122 Noida,Others,Noida,Uttar Pradesh,India,28.6139391,77.2090212,Yo Yo Rooms Sector 122 Noida,0
"Kodanadu, Paniely P.O.","Cochin Airport, Nedumbassery",Ernakulam,Kerala,India,9.9312328,76.2673041,Whispering Waters Resort And Spa,4
"Katinampat,Near Post Office Krishangiri",Krishnappa Chetti Layout,Krishnagiri,Tamil Nadu,India,12.5186113,78.2137365,Weeg Hotel,0
"River Escapes, Near Pallathurathy Bridge, A.C. Road,",Pallathuruthy,Alleppey,Kerala,India,9.4598,76.3697,Xandari Riverescapes Houseboat,0
"Near airforce circle, Dhibba Para",Sam Sand Dunes,Jaisalmer,Rajasthan,India,26.8416156,70.5458295,Yokoso Thar Desert Camp,0
"Vellaramkunnu Estate ,Government College Road Chundale Post",Kalpetta,Wayanad,Kerala,India,11.703206,76.0833999,Verdure Resort,1
"NARAYANI  DHAM /TUNGARLI , NR . LAGOONA RESORT, Lonavala 410401",Others,Lonavala,Maharashtra,India,18.7546171,73.4062342,Vrindavan Bungalow 4 BHK- Bungalow,0
"SM-8, Sector-5, Panchkula, Haryana",Sector 5,Panchkula,Haryana,India,30.70075484,76.86143527,Welcom Hotel The Bella Vista,4
"Noolpuzha p.o,Kalloor.  Old Chandana Mill  Muthanga,Sulthan Bathery  Wayanad,Kerala",Others,Wayanad,Kerala,India,11.6656117,76.2626653,Wayanad Nature Green Villa,0
"Off National Highway 17, Toodalli Village,  Yedthare Post, Shiroor,Kundapura, Udupi 576214.",Udupi,Udupi,Karnataka,India,13.9579524,74.7102958,Wild Woods Spa &amp; Resort,4
"431/1  2,Hotel Venu Residency, Periyar Colony",Avinashi Tiruppur Road,Tirupur,Tamil Nadu,India,11.1361332,77.3227542,Venu Residency,2
"Opp. Nagin Club, Lake Road,Nagin Lake, Lal Bazar, Srinagar, Jammu and Kashmir 190011",Nageen Lake Area,Srinagar,Jammu and Kashmir,India,34.1255413,74.9442585,Wangnoo Enterprise,3
"Vithaldas Waddo,Next Boro bora restaurant, Morjim",Other North Goa Beaches,Goa,Goa,India,15.6280702,73.7280873,Xaviers Cafe &amp; Cottages,0
